age_range,bmi_grade,gender,ability,sports_step,recommend_rank,ex_recommend
20대,2단계비만,F,1등급,준비운동,4,옆으로 누워 버티기
20대,2단계비만,F,1등급,준비운동,5,앉았다 일어서면서 점프하기
20대,2단계비만,F,1등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,2단계비만,F,1등급,마무리운동,2,누워서 엉덩이 들어올리기
20대,2단계비만,F,1등급,마무리운동,3,계단 뛰어 오르기
20대,2단계비만,F,1등급,마무리운동,4,달리기
20대,2단계비만,F,1등급,마무리운동,5,팔벌려뛰기
20대,2단계비만,F,2등급,본운동,1,달리기
20대,2단계비만,F,2등급,본운동,2,계단 뛰어 오르기
20대,2단계비만,F,2등급,본운동,3,턱걸이
20대,2단계비만,F,2등급,본운동,4,한발 앞으로 내밀고 앉았다 일어서기
20대,2단계비만,F,2등급,본운동,5,윗몸올리기
20대,2단계비만,F,2등급,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,2단계비만,F,2등급,준비운동,2,트레드밀에서 걷기
20대,2단계비만,F,2등급,준비운동,3,짐볼에 엎드려서 팔 다리 들기
20대,2단계비만,F,2등급,준비운동,4,네발기기 자세로 팔 다리 들기
20대,2단계비만,F,2등급,준비운동,5,짐볼에 엎드려서 몸통 젖히기
20대,2단계비만,F,2등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,2단계비만,F,2등급,마무리운동,2,뒤꿈치 높이들어 뛰기
20대,2단계비만,F,2등급,마무리운동,3,서서 발목 뒤로 당기기
20대,2단계비만,F,2등급,마무리운동,4,네발기기 자세에서 손바닥으로 바닥밀기
20대,2단계비만,F,2등급,마무리운동,5,윗몸 말아 올리기
20대,2단계비만,F,3등급,본운동,1,달리기
20대,2단계비만,F,3등급,본운동,2,계단 올라갔다 내려오기
20대,2단계비만,F,3등급,본운동,3,소파를 이용한 윗몸올리기
20대,2단계비만,F,3등급,본운동,4,서서 상체 일으키기
20대,2단계비만,F,3등급,본운동,5,한발 앞으로 내밀고 앉았다 일어서기
20대,2단계비만,F,3등급,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,2단계비만,F,3등급,준비운동,2,짐볼에 엎드려서 팔 다리 들기
20대,2단계비만,F,3등급,준비운동,3,짐볼에 엎드려서 몸통 젖히기
20대,2단계비만,F,3등급,준비운동,4,바벨들어올리기
20대,2단계비만,F,3등급,준비운동,5,엎드려서 팔 다리 들기
20대,2단계비만,F,3등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,2단계비만,F,3등급,마무리운동,2,짐볼을 이용한 동적 루틴 스트레칭
20대,2단계비만,F,3등급,마무리운동,3,서서 발목 뒤로 당기기
20대,2단계비만,F,3등급,마무리운동,4,작은 공을 이용한 동적 루틴 스트레칭
20대,2단계비만,F,3등급,마무리운동,5,뒤꿈치 높이들어 뛰기
20대,2단계비만,M,참가증,본운동,1,달리기
20대,2단계비만,M,참가증,본운동,2,턱걸이
20대,2단계비만,M,참가증,본운동,3,바벨 끌어당기기
20대,2단계비만,M,참가증,본운동,4,앉아서 팔꿈치 굽히기/펴기
20대,2단계비만,M,참가증,본운동,5,한발 앞으로 내밀고 앉았다 일어서기
20대,2단계비만,M,참가증,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,2단계비만,M,참가증,준비운동,2,탄력밴드 걸고 서기 평형성 운동 루틴 프로그램
20대,2단계비만,M,참가증,준비운동,3,짐볼 앉기 평형성 운동 루틴 프로그램
20대,2단계비만,M,참가증,준비운동,4,베개 밟고 서기 평형성 운동 루틴 프로그램
20대,2단계비만,M,참가증,준비운동,5,짐볼에 엎드려서 팔 다리 들기
20대,2단계비만,M,참가증,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,2단계비만,M,참가증,마무리운동,2,시소우
20대,2단계비만,M,참가증,마무리운동,3,물고기 자세
20대,2단계비만,M,참가증,마무리운동,4,네발기기 자세에서 손바닥으로 바닥밀기
20대,2단계비만,M,참가증,마무리운동,5,트레드밀에서 걷기
20대,2단계비만,M,1등급,본운동,1,달리기
20대,2단계비만,M,1등급,본운동,2,버피운동
20대,2단계비만,M,1등급,본운동,3,앉아서 다리 펴기
20대,2단계비만,M,1등급,본운동,4,턱걸이
20대,2단계비만,M,1등급,본운동,5,앉아서 당겨 내리기
20대,2단계비만,M,1등급,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,2단계비만,M,1등급,준비운동,2,트레드밀에서 걷기
20대,2단계비만,M,1등급,준비운동,3,앉았다 일어서면서 점프하기
20대,2단계비만,M,1등급,준비운동,4,실내 자전거타기
20대,2단계비만,M,1등급,준비운동,5,버피운동
20대,2단계비만,M,1등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,2단계비만,M,1등급,마무리운동,2,양손 모아 균형 잡기
20대,2단계비만,M,1등급,마무리운동,3,발 닿기
20대,2단계비만,M,1등급,마무리운동,4,몸 기울이기/회전하기
20대,2단계비만,M,1등급,마무리운동,5,엉덩이 스트레칭
20대,2단계비만,M,2등급,본운동,1,달리기
20대,2단계비만,M,2등급,본운동,2,턱걸이
20대,2단계비만,M,2등급,본운동,3,계단 뛰어 오르기
20대,2단계비만,M,2등급,본운동,4,한발 앞으로 내밀고 앉았다 일어서기
20대,2단계비만,M,2등급,본운동,5,앉아서 당겨 내리기
20대,2단계비만,M,2등급,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,2단계비만,M,2등급,준비운동,2,트레드밀에서 걷기
20대,2단계비만,M,2등급,준비운동,3,짐볼에 엎드려서 몸통 젖히기
20대,2단계비만,M,2등급,준비운동,4,짐볼에 엎드려서 팔 다리 들기
20대,2단계비만,M,2등급,준비운동,5,실내 자전거타기
20대,2단계비만,M,2등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,2단계비만,M,2등급,마무리운동,2,네발기기 자세에서 손바닥으로 바닥밀기
20대,2단계비만,M,2등급,마무리운동,3,뒤꿈치 높이들어 뛰기
20대,2단계비만,M,2등급,마무리운동,4,앉아서 팔꿈치 굽히기/펴기
20대,2단계비만,M,2등급,마무리운동,5,엉덩이 스트레칭
20대,2단계비만,M,3등급,본운동,1,달리기
20대,2단계비만,M,3등급,본운동,2,턱걸이
20대,2단계비만,M,3등급,본운동,3,한발 앞으로 내밀고 앉았다 일어서기
20대,2단계비만,M,3등급,본운동,4,바벨 끌어당기기
20대,2단계비만,M,3등급,본운동,5,계단 올라갔다 내려오기
20대,2단계비만,M,3등급,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,2단계비만,M,3등급,준비운동,2,짐볼에 엎드려서 팔 다리 들기
20대,2단계비만,M,3등급,준비운동,3,짐볼에 엎드려서 몸통 젖히기
20대,2단계비만,M,3등급,준비운동,4,실내 자전거타기
20대,2단계비만,M,3등급,준비운동,5,트레드밀에서 걷기
20대,2단계비만,M,3등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,2단계비만,M,3등급,마무리운동,2,네발기기 자세에서 손바닥으로 바닥밀기
20대,2단계비만,M,3등급,마무리운동,3,짐볼을 이용한 동적 루틴 스트레칭
20대,2단계비만,M,3등급,마무리운동,4,뒤꿈치 높이들어 뛰기
20대,2단계비만,M,3등급,마무리운동,5,트레드밀에서 걷기
20대,3단계비만,F,참가증,본운동,1,허리 굽혀 팔 뒤로 들기
20대,3단계비만,F,참가증,본운동,2,의자에 앉아 물병 들고 몸통 돌리기
20대,3단계비만,F,참가증,본운동,3,몸통 옆으로 굽히기
20대,3단계비만,F,참가증,본운동,4,팔꿈치 고정 후 벌리기
20대,3단계비만,F,참가증,본운동,5,소파를 이용한 윗몸올리기
20대,3단계비만,F,참가증,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,3단계비만,F,참가증,준비운동,2,엎드려서 팔 다리 들기
20대,3단계비만,F,참가증,준비운동,3,탄력밴드 걸고 서기 평형성 운동 루틴 프로그램
20대,3단계비만,F,참가증,준비운동,4,짐볼 앉기 평형성 운동 루틴 프로그램
20대,3단계비만,F,참가증,준비운동,5,짐볼에 엎드려서 팔 다리 들기
20대,3단계비만,F,참가증,마무리운동,1,무릎굽혀 원 그리기
20대,3단계비만,F,참가증,마무리운동,2,앉았다 일어서기
20대,3단계비만,F,참가증,마무리운동,3,턱걸이
20대,3단계비만,F,참가증,마무리운동,4,다리들어 옆으로 올리기
20대,3단계비만,F,참가증,마무리운동,5,팔꿈치 고정 후 벌리기
20대,3단계비만,F,1등급,본운동,1,버피운동
20대,3단계비만,F,1등급,본운동,2,팔벌려뛰기
20대,3단계비만,F,1등급,본운동,3,앉았다 일어서면서 점프하기
20대,3단계비만,F,1등급,본운동,4,바벨들어올리기
20대,3단계비만,F,1등급,본운동,5,앉아서 다리 펴기
20대,3단계비만,F,1등급,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,3단계비만,F,1등급,준비운동,2,앉았다 일어서면서 점프하기
20대,3단계비만,F,1등급,준비운동,3,양발 모아 좌우 뛰기
20대,3단계비만,F,1등급,준비운동,4,한발 연속 뛰기
20대,3단계비만,F,1등급,준비운동,5,버피운동
20대,3단계비만,F,1등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,3단계비만,F,1등급,마무리운동,2,턱걸이
20대,3단계비만,F,1등급,마무리운동,3,발 닿기
20대,3단계비만,F,1등급,마무리운동,4,누워서 엉덩이 들어올리기
20대,3단계비만,F,1등급,마무리운동,5,양발 모았다 벌려뛰기
20대,3단계비만,F,2등급,본운동,1,계단 뛰어 오르기
20대,3단계비만,F,2등급,본운동,2,누워서 팔 밀기
20대,3단계비만,F,2등급,본운동,3,턱걸이
20대,3단계비만,F,2등급,본운동,4,앉아서 양팔 당기기
20대,3단계비만,F,2등급,본운동,5,한발 앞으로 내밀고 앉았다 일어서기
20대,3단계비만,F,2등급,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,3단계비만,F,2등급,준비운동,2,바벨들어올리기
20대,3단계비만,F,2등급,준비운동,3,짐볼에 엎드려서 팔 다리 들기
20대,3단계비만,F,2등급,준비운동,4,누워서 하늘 자전거
20대,3단계비만,F,2등급,준비운동,5,짐볼에 엎드려서 몸통 젖히기
20대,3단계비만,F,2등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,3단계비만,F,2등급,마무리운동,2,깍지끼고 목 들어올리기
20대,3단계비만,F,2등급,마무리운동,3,턱걸이
20대,3단계비만,F,2등급,마무리운동,4,네발기기 자세에서 손바닥으로 바닥밀기
20대,3단계비만,F,2등급,마무리운동,5,앉아서 팔꿈치 굽히기/펴기
20대,3단계비만,F,3등급,본운동,1,달리기
20대,3단계비만,F,3등급,본운동,2,누워서 팔 밀기
20대,3단계비만,F,3등급,본운동,3,몸통 옆으로 굽히기
20대,3단계비만,F,3등급,본운동,4,앉아서 양팔 당기기
20대,3단계비만,F,3등급,본운동,5,앉아서 몸통 움츠리기
20대,3단계비만,F,3등급,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,3단계비만,F,3등급,준비운동,2,바벨들어올리기
20대,3단계비만,F,3등급,준비운동,3,짐볼에 엎드려서 팔 다리 들기
20대,3단계비만,F,3등급,준비운동,4,누워서 하늘 자전거
20대,3단계비만,F,3등급,준비운동,5,짐볼에 엎드려서 몸통 젖히기
20대,3단계비만,F,3등급,마무리운동,1,턱걸이
20대,3단계비만,F,3등급,마무리운동,2,무릎굽혀 원 그리기
20대,3단계비만,F,3등급,마무리운동,3,깍지끼고 목 들어올리기
20대,3단계비만,F,3등급,마무리운동,4,의자에 앉아 가슴 뒤로 젖히기
20대,3단계비만,F,3등급,마무리운동,5,짐볼을 이용한 동적 루틴 스트레칭
20대,3단계비만,M,참가증,본운동,1,몸통 옆으로 굽히기
20대,3단계비만,M,참가증,본운동,2,의자에 앉아 물병 들고 몸통 돌리기
20대,3단계비만,M,참가증,본운동,3,다리 감아올리기
20대,3단계비만,M,참가증,본운동,4,양발 모았다 벌려뛰기
20대,3단계비만,M,참가증,본운동,5,앉았다 일어서며 팔 들어올리기
20대,3단계비만,M,참가증,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,3단계비만,M,참가증,준비운동,2,탄력밴드 걸고 서기 평형성 운동 루틴 프로그램
20대,3단계비만,M,참가증,준비운동,3,짐볼 앉기 평형성 운동 루틴 프로그램
20대,3단계비만,M,참가증,준비운동,4,베개 밟고 서기 평형성 운동 루틴 프로그램
20대,3단계비만,M,참가증,준비운동,5,짐볼에 엎드려서 팔 다리 들기
20대,3단계비만,M,참가증,마무리운동,1,물고기 자세
20대,3단계비만,M,참가증,마무리운동,2,의자에 앉아 가슴 뒤로 젖히기
20대,3단계비만,M,참가증,마무리운동,3,팔꿈치 고정 후 벌리기
20대,3단계비만,M,참가증,마무리운동,4,자가근막이완술 루틴 스트레칭
20대,3단계비만,M,참가증,마무리운동,5,뒤로 팔 뻗기
20대,3단계비만,M,1등급,본운동,1,버피운동
20대,3단계비만,M,1등급,본운동,2,턱걸이
20대,3단계비만,M,1등급,본운동,3,앉아서 당겨 내리기
20대,3단계비만,M,1등급,본운동,4,앉아서 다리 펴기
20대,3단계비만,M,1등급,본운동,5,바벨 끌어당기기
20대,3단계비만,M,1등급,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,3단계비만,M,1등급,준비운동,2,앉았다 일어서면서 점프하기
20대,3단계비만,M,1등급,준비운동,3,버피운동
20대,3단계비만,M,1등급,준비운동,4,양발 모아 좌우 뛰기
20대,3단계비만,M,1등급,준비운동,5,V자 싸이클
20대,3단계비만,M,1등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,3단계비만,M,1등급,마무리운동,2,발 닿기
20대,3단계비만,M,1등급,마무리운동,3,양발 모았다 벌려뛰기
20대,3단계비만,M,1등급,마무리운동,4,의자에 앉아 가슴 뒤로 젖히기
20대,3단계비만,M,1등급,마무리운동,5,양발 모아 좌우 뛰기
20대,3단계비만,M,2등급,본운동,1,턱걸이
20대,3단계비만,M,2등급,본운동,2,누워서 팔 밀기
20대,3단계비만,M,2등급,본운동,3,계단 뛰어 오르기
20대,3단계비만,M,2등급,본운동,4,몸통 옆으로 굽히기
20대,3단계비만,M,2등급,본운동,5,달리기
20대,3단계비만,M,2등급,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,3단계비만,M,2등급,준비운동,2,짐볼에 엎드려서 팔 다리 들기
20대,3단계비만,M,2등급,준비운동,3,짐볼에 엎드려서 몸통 젖히기
20대,3단계비만,M,2등급,준비운동,4,앉았다 일어서면서 점프하기
20대,3단계비만,M,2등급,준비운동,5,바벨들어올리기
20대,3단계비만,M,2등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,3단계비만,M,2등급,마무리운동,2,의자에 앉아 가슴 뒤로 젖히기
20대,3단계비만,M,2등급,마무리운동,3,네발기기 자세에서 손바닥으로 바닥밀기
20대,3단계비만,M,2등급,마무리운동,4,앉아서 팔꿈치 굽히기/펴기
20대,3단계비만,M,2등급,마무리운동,5,깍지끼고 목 들어올리기
20대,3단계비만,M,3등급,본운동,1,달리기
20대,3단계비만,M,3등급,본운동,2,몸통 옆으로 굽히기
20대,3단계비만,M,3등급,본운동,3,누워서 팔 밀기
20대,3단계비만,M,3등급,본운동,4,턱걸이
20대,3단계비만,M,3등급,본운동,5,앉아서 몸통 움츠리기
20대,3단계비만,M,3등급,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,3단계비만,M,3등급,준비운동,2,짐볼에 엎드려서 팔 다리 들기
20대,3단계비만,M,3등급,준비운동,3,짐볼에 엎드려서 몸통 젖히기
20대,3단계비만,M,3등급,준비운동,4,바벨들어올리기
20대,3단계비만,M,3등급,준비운동,5,누워서 하늘 자전거
20대,3단계비만,M,3등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,3단계비만,M,3등급,마무리운동,2,의자에 앉아 가슴 뒤로 젖히기
20대,3단계비만,M,3등급,마무리운동,3,누워 발목 당겨주기
20대,3단계비만,M,3등급,마무리운동,4,네발기기 자세에서 손바닥으로 바닥밀기
20대,3단계비만,M,3등급,마무리운동,5,팔꿈치 고정 후 벌리기
30대,정상,F,참가증,본운동,1,엎드려 버티기
30대,정상,F,참가증,본운동,2,배스트레칭
30대,정상,F,참가증,본운동,3,윗몸올리기
30대,정상,F,참가증,본운동,4,전신 루틴 스트레칭
30대,정상,F,참가증,본운동,5,엎드려서 팔 다리 들기
30대,정상,F,참가증,준비운동,1,배스트레칭
30대,정상,F,참가증,준비운동,2,넙다리 안쪽 스트레칭
30대,정상,F,참가증,준비운동,3,아래 팔 스트레칭
30대,정상,F,참가증,준비운동,4,넙다리 앞쪽 스트레칭
30대,정상,F,참가증,준비운동,5,가슴/어깨 앞쪽 스트레칭
30대,정상,F,참가증,마무리운동,1,넙다리 안쪽 스트레칭
30대,정상,F,참가증,마무리운동,2,허리 스트레칭
30대,정상,F,참가증,마무리운동,3,스텝퍼 뛰어서 오르내리기
30대,정상,F,참가증,마무리운동,4,스텝퍼 올라가서 점프하여 착지하기
30대,정상,F,참가증,마무리운동,5,버피운동
30대,정상,F,1등급,본운동,1,버피운동
30대,정상,F,1등급,본운동,2,엎드려 버티기
30대,정상,F,1등급,본운동,3,사다리 옆으로 발 옮기기
30대,정상,F,1등급,본운동,4,앉았다 일어서면서 점프하기
30대,정상,F,1등급,본운동,5,계단 두발 뛰기
30대,정상,F,1등급,준비운동,1,서서 균형잡기
30대,정상,F,1등급,준비운동,2,한발 앞으로 내밀고 앉았다 일어서기
30대,정상,F,1등급,준비운동,3,버피운동
30대,정상,F,1등급,준비운동,4,다리 뻗어 올리기
30대,정상,F,1등급,준비운동,5,손 뻗어 윗몸 일으키기
30대,정상,F,1등급,마무리운동,1,계단 뛰어 오르기
30대,정상,F,1등급,마무리운동,2,넙다리 안쪽 스트레칭
30대,정상,F,1등급,마무리운동,3,앉았다 일어서기
30대,정상,F,1등급,마무리운동,4,앞굽이 앉았다 일어서기
30대,정상,F,1등급,마무리운동,5,연속 사이드 스쿼드
30대,정상,F,2등급,본운동,1,엎드려 버티기
30대,정상,F,2등급,본운동,2,윗몸올리기
30대,정상,F,2등급,본운동,3,팔굽혀펴기
30대,정상,F,2등급,본운동,4,무릎 높여 제자리 달리기
30대,정상,F,2등급,본운동,5,계단 두발 뛰기
30대,정상,F,2등급,준비운동,1,손 뻗어 윗몸 일으키기
30대,정상,F,2등급,준비운동,2,바운딩 운동  루틴프로그램
30대,정상,F,2등급,준비운동,3,다리 뻗어 올리기
30대,정상,F,2등급,준비운동,4,하지 루틴 스트레칭1
30대,정상,F,2등급,준비운동,5,의자 잡고 서기
30대,정상,F,2등급,마무리운동,1,넙다리 안쪽 스트레칭
30대,정상,F,2등급,마무리운동,2,계단 뛰어 오르기
30대,정상,F,2등급,마무리운동,3,줄넘기
30대,정상,F,2등급,마무리운동,4,앞굽이 앉았다 일어서기
30대,정상,F,2등급,마무리운동,5,앉았다 일어서기
30대,정상,F,3등급,본운동,1,엎드려 버티기
30대,정상,F,3등급,본운동,2,팔굽혀펴기
30대,정상,F,3등급,본운동,3,배스트레칭
30대,정상,F,3등급,본운동,4,엎드려서 팔 다리 들기
30대,정상,F,3등급,본운동,5,계단 두발 뛰기
30대,정상,F,3등급,준비운동,1,하지 루틴 스트레칭1
30대,정상,F,3등급,준비운동,2,가슴/어깨 앞쪽 스트레칭
30대,정상,F,3등급,준비운동,3,배스트레칭
30대,정상,F,3등급,준비운동,4,넙다리 앞쪽 스트레칭
30대,정상,F,3등급,준비운동,5,손 뻗어 윗몸 일으키기
30대,정상,F,3등급,마무리운동,1,허리 스트레칭
30대,정상,F,3등급,마무리운동,2,넙다리 안쪽 스트레칭
30대,정상,F,3등급,마무리운동,3,짐볼을 이용한 동적 루틴 스트레칭
30대,정상,F,3등급,마무리운동,4,줄넘기
30대,정상,F,3등급,마무리운동,5,유산소 운동 전 동적 루틴 스트레칭
30대,정상,M,참가증,본운동,1,엎드려 버티기
30대,정상,M,참가증,본운동,2,윗몸올리기
30대,정상,M,참가증,본운동,3,누워서 수직으로 다리 들어올리기
30대,정상,M,참가증,본운동,4,배스트레칭
30대,정상,M,참가증,본운동,5,작은 공을 이용한 동적 루틴 스트레칭
30대,정상,M,참가증,준비운동,1,동적 스트레칭 루틴프로그램
30대,정상,M,참가증,준비운동,2,짐볼 앉기 평형성 운동 루틴 프로그램
30대,정상,M,참가증,준비운동,3,탄력밴드 걸고 서기 평형성 운동 루틴 프로그램
30대,정상,M,참가증,준비운동,4,넙다리 안쪽 스트레칭
30대,정상,M,참가증,준비운동,5,베개 밟고 서기 평형성 운동 루틴 프로그램
30대,정상,M,참가증,마무리운동,1,시소우
30대,정상,M,참가증,마무리운동,2,가슴/어깨 앞쪽 스트레칭
30대,정상,M,참가증,마무리운동,3,제자리 뛰기
30대,정상,M,참가증,마무리운동,4,실내 자전거타기
30대,정상,M,참가증,마무리운동,5,1단 줄넘기
30대,정상,M,1등급,본운동,1,버피운동
30대,정상,M,1등급,본운동,2,사다리 옆으로 발 옮기기
30대,정상,M,1등급,본운동,3,엎드려 버티기
30대,정상,M,1등급,본운동,4,앉았다 일어서면서 점프하기
30대,정상,M,1등급,본운동,5,무릎 높여 제자리 달리기
30대,정상,M,1등급,준비운동,1,서서 균형잡기
30대,정상,M,1등급,준비운동,2,버피운동
30대,정상,M,1등급,준비운동,3,다리 뻗어 올리기
30대,정상,M,1등급,준비운동,4,앉았다 일어나며 점프하기
30대,정상,M,1등급,준비운동,5,손 뻗어 윗몸 일으키기
30대,정상,M,1등급,마무리운동,1,연속 사이드 스쿼드
30대,정상,M,1등급,마무리운동,2,앉았다 일어서기
30대,정상,M,1등급,마무리운동,3,앞굽이 앉았다 일어서기
30대,정상,M,1등급,마무리운동,4,폼롤러 이용 유연성운동 루틴 프로그램
30대,정상,M,1등급,마무리운동,5,계단 뛰어 오르기
30대,정상,M,2등급,본운동,1,엎드려 버티기
30대,정상,M,2등급,본운동,2,무릎 높여 제자리 달리기
30대,정상,M,2등급,본운동,3,윗몸올리기
30대,정상,M,2등급,본운동,4,사다리 옆으로 발 옮기기
30대,정상,M,2등급,본운동,5,뛰어 내렸다가 바로 점프하기
30대,정상,M,2등급,준비운동,1,손 뻗어 윗몸 일으키기
30대,정상,M,2등급,준비운동,2,다리 뻗어 올리기
30대,정상,M,2등급,준비운동,3,바운딩 운동  루틴프로그램
30대,정상,M,2등급,준비운동,4,윗몸 일으키기
30대,정상,M,2등급,준비운동,5,한 발 뒤로 들어올리기
30대,정상,M,2등급,마무리운동,1,연속 사이드 스쿼드
30대,정상,M,2등급,마무리운동,2,앉았다 일어서기
30대,정상,M,2등급,마무리운동,3,앞굽이 앉았다 일어서기
30대,정상,M,2등급,마무리운동,4,폼롤러 이용 유연성운동 루틴 프로그램
30대,정상,M,2등급,마무리운동,5,좌식생활자를 위한 동적 루틴 스트레칭
30대,정상,M,3등급,본운동,1,엎드려 버티기
30대,정상,M,3등급,본운동,2,달리기
30대,정상,M,3등급,본운동,3,팔굽혀펴기
30대,정상,M,3등급,본운동,4,누워서 수직으로 다리 들어올리기
30대,정상,M,3등급,본운동,5,무릎 높여 제자리 달리기
30대,정상,M,3등급,준비운동,1,가슴/어깨 앞쪽 스트레칭
30대,정상,M,3등급,준비운동,2,손 뻗어 윗몸 일으키기
30대,정상,M,3등급,준비운동,3,넙다리 뒤쪽 스트레칭
30대,정상,M,3등급,준비운동,4,바운딩 운동  루틴프로그램
30대,정상,M,3등급,준비운동,5,다리 뻗어 올리기
30대,정상,M,3등급,마무리운동,1,앞굽이 앉았다 일어서기
30대,정상,M,3등급,마무리운동,2,연속 사이드 스쿼드
30대,정상,M,3등급,마무리운동,3,앉았다 일어서기
30대,정상,M,3등급,마무리운동,4,짐볼을 이용한 동적 루틴 스트레칭
30대,정상,M,3등급,마무리운동,5,실내 자전거타기
30대,저체중,F,참가증,본운동,1,윗몸말아올리기
30대,저체중,F,참가증,본운동,2,엎드려 팔 대고 버티기
30대,저체중,F,참가증,본운동,3,잔발치기
30대,저체중,F,참가증,본운동,4,2단 줄넘기
30대,저체중,F,참가증,본운동,5,1단 줄넘기
30대,저체중,F,참가증,준비운동,1,다리 벌려 옆으로 상체 숙이기
30대,저체중,F,참가증,준비운동,2,다리 벌려 앞으로 상체 숙이기
30대,저체중,F,참가증,준비운동,3,다리 모아 상체 숙이기
30대,저체중,F,참가증,준비운동,4,발목 얹고 다리 잡아당기기
30대,저체중,F,참가증,준비운동,5,제자리 뛰기
30대,저체중,F,참가증,마무리운동,1,다리 벌려 앞으로 상체 숙이기
30대,저체중,F,참가증,마무리운동,2,발목 얹고 다리 잡아당기기
30대,저체중,F,참가증,마무리운동,3,누워서 굽힌 다리 펴기
30대,저체중,F,참가증,마무리운동,4,1단 줄넘기
30대,저체중,F,참가증,마무리운동,5,다리 벌려 옆으로 상체 숙이기
30대,저체중,F,1등급,본운동,1,잔발치기
30대,저체중,F,1등급,본운동,2,버피운동
30대,저체중,F,1등급,본운동,3,벽패스
30대,저체중,F,1등급,본운동,4,2단 줄넘기
30대,저체중,F,1등급,본운동,5,앉았다 일어서면서 점프하기
30대,저체중,F,1등급,준비운동,1,서서 균형잡기
30대,저체중,F,1등급,준비운동,2,다리 벌려 앞으로 상체 숙이기
30대,저체중,F,1등급,준비운동,3,다리 벌려 옆으로 상체 숙이기
30대,저체중,F,1등급,준비운동,4,다리 모아 상체 숙이기
30대,저체중,F,1등급,준비운동,5,앉았다 일어나며 점프하기
30대,저체중,F,1등급,마무리운동,1,발목 얹고 다리 잡아당기기
30대,저체중,F,1등급,마무리운동,2,다리 벌려 앞으로 상체 숙이기
30대,저체중,F,1등급,마무리운동,3,무릎 굽혀 가슴 닿기
30대,저체중,F,1등급,마무리운동,4,콘운동  루틴프로그램
30대,저체중,F,1등급,마무리운동,5,동적 스트레칭 루틴프로그램
30대,저체중,F,2등급,본운동,1,잔발치기
30대,저체중,F,2등급,본운동,2,벽패스
30대,저체중,F,2등급,본운동,3,2단 줄넘기
30대,저체중,F,2등급,본운동,4,엎드려 팔 대고 버티기
30대,저체중,F,2등급,본운동,5,윗몸말아올리기
30대,저체중,F,2등급,준비운동,1,다리 벌려 앞으로 상체 숙이기
30대,저체중,F,2등급,준비운동,2,다리 벌려 옆으로 상체 숙이기
30대,저체중,F,2등급,준비운동,3,다리 모아 상체 숙이기
30대,저체중,F,2등급,준비운동,4,발목 얹고 다리 잡아당기기
30대,저체중,F,2등급,준비운동,5,바운딩 운동  루틴프로그램
30대,저체중,F,2등급,마무리운동,1,발목 얹고 다리 잡아당기기
30대,저체중,F,2등급,마무리운동,2,다리 벌려 앞으로 상체 숙이기
30대,저체중,F,2등급,마무리운동,3,무릎 굽혀 가슴 닿기
30대,저체중,F,2등급,마무리운동,4,누워서 굽힌 다리 펴기
30대,저체중,F,2등급,마무리운동,5,다리 벌려 옆으로 상체 숙이기
30대,저체중,F,3등급,본운동,1,잔발치기
30대,저체중,F,3등급,본운동,2,벽패스
30대,저체중,F,3등급,본운동,3,2단 줄넘기
30대,저체중,F,3등급,본운동,4,엎드려 팔 대고 버티기
30대,저체중,F,3등급,본운동,5,윗몸말아올리기
30대,저체중,F,3등급,준비운동,1,다리 벌려 앞으로 상체 숙이기
30대,저체중,F,3등급,준비운동,2,다리 벌려 옆으로 상체 숙이기
30대,저체중,F,3등급,준비운동,3,다리 모아 상체 숙이기
30대,저체중,F,3등급,준비운동,4,발목 얹고 다리 잡아당기기
30대,저체중,F,3등급,준비운동,5,하지 루틴 스트레칭1
30대,저체중,F,3등급,마무리운동,1,발목 얹고 다리 잡아당기기
30대,저체중,F,3등급,마무리운동,2,다리 벌려 앞으로 상체 숙이기
